Date,Year,Quarter,Week Number,Month Number,Month,Day of Week,Day of Week Number,Day of Month number
13 January 2020,2020,Q1,3,1,January,Monday,0,13
14 January 2020,2020,Q1,3,1,January,Tuesday,1,14
15 January 2020,2020,Q1,3,1,January,Wednesday,2,15
16 January 2020,2020,Q1,3,1,January,Thursday,3,16
17 January 2020,2020,Q1,3,1,January,Friday,4,17
18 January 2020,2020,Q1,3,1,January,Saturday,5,18
19 January 2020,2020,Q1,3,1,January,Sunday,6,19
20 January 2020,2020,Q1,4,1,January,Monday,0,20
21 January 2020,2020,Q1,4,1,January,Tuesday,1,21
22 January 2020,2020,Q1,4,1,January,Wednesday,2,22
23 January 2020,2020,Q1,4,1,January,Thursday,3,23
24 January 2020,2020,Q1,4,1,January,Friday,4,24
25 January 2020,2020,Q1,4,1,January,Saturday,5,25
26 January 2020,2020,Q1,4,1,January,Sunday,6,26
27 January 2020,2020,Q1,5,1,January,Monday,0,27
28 January 2020,2020,Q1,5,1,January,Tuesday,1,28
29 January 2020,2020,Q1,5,1,January,Wednesday,2,29
30 January 2020,2020,Q1,5,1,January,Thursday,3,30
31 January 2020,2020,Q1,5,1,January,Friday,4,31
