Date,Currency,Value
12-May-20,EGP,15.8
13-May-20,EGP,15.8
14-May-20,EGP,15.8
15-May-20,EGP,15.8
16-May-20,EGP,15.8
17-May-20,EGP,15.8
18-May-20,EGP,15.8
19-May-20,EGP,15.8
20-May-20,EGP,15.8
21-May-20,EGP,15.8
22-May-20,EGP,15.8
23-May-20,EGP,15.8
24-May-20,EGP,15.8
25-May-20,EGP,15.8
26-May-20,EGP,15.8
27-May-20,EGP,15.8
28-May-20,EGP,15.8
29-May-20,EGP,15.8
30-May-20,EGP,15.8
31-May-20,EGP,15.8
01-Apr-20,EGP,15.77
02-Apr-20,EGP,15.77
03-Apr-20,EGP,15.77
04-Apr-20,EGP,15.77
05-Apr-20,EGP,15.77
06-Apr-20,EGP,15.77
07-Apr-20,EGP,15.77
08-Apr-20,EGP,15.77
09-Apr-20,EGP,15.77
10-Apr-20,EGP,15.77
11-Apr-20,EGP,15.77
12-Apr-20,EGP,15.77
13-Apr-20,EGP,15.77
14-Apr-20,EGP,15.77
15-Apr-20,EGP,15.77
16-Apr-20,EGP,15.77
17-Apr-20,EGP,15.77
18-Apr-20,EGP,15.77
19-Apr-20,EGP,15.77
20-Apr-20,EGP,15.77
21-Apr-20,EGP,15.77
22-Apr-20,EGP,15.77
23-Apr-20,EGP,15.77
24-Apr-20,EGP,15.77
25-Apr-20,EGP,15.77
26-Apr-20,EGP,15.77
27-Apr-20,EGP,15.77
28-Apr-20,EGP,15.77
29-Apr-20,EGP,15.77
30-Apr-20,EGP,15.77
01-Jun-20,EGP,16.17
02-Jun-20,EGP,16.17
03-Jun-20,EGP,16.17
04-Jun-20,EGP,16.17
05-Jun-20,EGP,16.17
06-Jun-20,EGP,16.17
07-Jun-20,EGP,16.17
08-Jun-20,EGP,16.17
09-Jun-20,EGP,16.17
10-Jun-20,EGP,16.17
11-Jun-20,EGP,16.17
12-Jun-20,EGP,16.17
13-Jun-20,EGP,16.17
14-Jun-20,EGP,16.17
15-Jun-20,EGP,16.17
16-Jun-20,EGP,16.17
17-Jun-20,EGP,16.17
18-Jun-20,EGP,16.17
19-Jun-20,EGP,16.17
20-Jun-20,EGP,16.17
21-Jun-20,EGP,16.17
22-Jun-20,EGP,16.17
23-Jun-20,EGP,16.17
24-Jun-20,EGP,16.17
25-Jun-20,EGP,16.17
26-Jun-20,EGP,16.17
27-Jun-20,EGP,16.17
28-Jun-20,EGP,16.17
29-Jun-20,EGP,16.17
30-Jun-20,EGP,16.17
01-Feb-20,EGP,15.67
02-Feb-20,EGP,15.67
03-Feb-20,EGP,15.67
04-Feb-20,EGP,15.67
05-Feb-20,EGP,15.67
06-Feb-20,EGP,15.67
07-Feb-20,EGP,15.67
08-Feb-20,EGP,15.67
09-Feb-20,EGP,15.67
10-Feb-20,EGP,15.67
11-Feb-20,EGP,15.67
12-Feb-20,EGP,15.67
13-Feb-20,EGP,15.67
14-Feb-20,EGP,15.67
15-Feb-20,EGP,15.67
16-Feb-20,EGP,15.67
17-Feb-20,EGP,15.67
18-Feb-20,EGP,15.67
19-Feb-20,EGP,15.67
20-Feb-20,EGP,15.67
21-Feb-20,EGP,15.67
22-Feb-20,EGP,15.67
23-Feb-20,EGP,15.67
24-Feb-20,EGP,15.67
25-Feb-20,EGP,15.67
26-Feb-20,EGP,15.67
27-Feb-20,EGP,15.67
28-Feb-20,EGP,15.67
29-Feb-20,EGP,15.67
01-Jan-20,EGP,15.87
02-Jan-20,EGP,15.87
03-Jan-20,EGP,15.87
04-Jan-20,EGP,15.87
05-Jan-20,EGP,15.87
06-Jan-20,EGP,15.87
07-Jan-20,EGP,15.87
08-Jan-20,EGP,15.87
09-Jan-20,EGP,15.87
10-Jan-20,EGP,15.87
11-Jan-20,EGP,15.87
12-Jan-20,EGP,15.87
13-Jan-20,EGP,15.87
14-Jan-20,EGP,15.87
15-Jan-20,EGP,15.87
16-Jan-20,EGP,15.87
17-Jan-20,EGP,15.87
18-Jan-20,EGP,15.87
19-Jan-20,EGP,15.87
20-Jan-20,EGP,15.87
21-Jan-20,EGP,15.87
22-Jan-20,EGP,15.87
23-Jan-20,EGP,15.87
24-Jan-20,EGP,15.87
25-Jan-20,EGP,15.87
26-Jan-20,EGP,15.87
27-Jan-20,EGP,15.87
28-Jan-20,EGP,15.87
29-Jan-20,EGP,15.87
30-Jan-20,EGP,15.87
31-Jan-20,EGP,15.87
01-Mar-20,EGP,15.7
02-Mar-20,EGP,15.7
03-Mar-20,EGP,15.7
04-Mar-20,EGP,15.7
05-Mar-20,EGP,15.7
06-Mar-20,EGP,15.7
07-Mar-20,EGP,15.7
08-Mar-20,EGP,15.7
09-Mar-20,EGP,15.7
10-Mar-20,EGP,15.7
11-Mar-20,EGP,15.7
12-Mar-20,EGP,15.7
13-Mar-20,EGP,15.7
14-Mar-20,EGP,15.7
15-Mar-20,EGP,15.7
16-Mar-20,EGP,15.7
17-Mar-20,EGP,15.7
18-Mar-20,EGP,15.7
19-Mar-20,EGP,15.7
20-Mar-20,EGP,15.7
21-Mar-20,EGP,15.7
22-Mar-20,EGP,15.7
23-Mar-20,EGP,15.7
24-Mar-20,EGP,15.7
25-Mar-20,EGP,15.7
26-Mar-20,EGP,15.7
27-Mar-20,EGP,15.7
28-Mar-20,EGP,15.7
29-Mar-20,EGP,15.7
30-Mar-20,EGP,15.7
31-Mar-20,EGP,15.7
01-Jul-19,EGP,16.61
02-Jul-19,EGP,16.61
03-Jul-19,EGP,16.61
04-Jul-19,EGP,16.61
05-Jul-19,EGP,16.61
06-Jul-19,EGP,16.61
07-Jul-19,EGP,16.61
08-Jul-19,EGP,16.61
09-Jul-19,EGP,16.61
10-Jul-19,EGP,16.61
11-Jul-19,EGP,16.61
12-Jul-19,EGP,16.61
13-Jul-19,EGP,16.61
14-Jul-19,EGP,16.61
15-Jul-19,EGP,16.61
16-Jul-19,EGP,16.61
17-Jul-19,EGP,16.61
18-Jul-19,EGP,16.61
19-Jul-19,EGP,16.61
20-Jul-19,EGP,16.61
21-Jul-19,EGP,16.61
22-Jul-19,EGP,16.61
23-Jul-19,EGP,16.61
24-Jul-19,EGP,16.61
25-Jul-19,EGP,16.61
26-Jul-19,EGP,16.61
27-Jul-19,EGP,16.61
28-Jul-19,EGP,16.61
29-Jul-19,EGP,16.61
30-Jul-19,EGP,16.61
31-Jul-19,EGP,16.61
01-Aug-19,EGP,16.57
02-Aug-19,EGP,16.57
03-Aug-19,EGP,16.57
04-Aug-19,EGP,16.57
05-Aug-19,EGP,16.57
06-Aug-19,EGP,16.57
07-Aug-19,EGP,16.57
08-Aug-19,EGP,16.57
09-Aug-19,EGP,16.57
10-Aug-19,EGP,16.57
11-Aug-19,EGP,16.57
12-Aug-19,EGP,16.57
13-Aug-19,EGP,16.57
14-Aug-19,EGP,16.57
15-Aug-19,EGP,16.57
16-Aug-19,EGP,16.57
17-Aug-19,EGP,16.57
18-Aug-19,EGP,16.57
19-Aug-19,EGP,16.57
20-Aug-19,EGP,16.57
21-Aug-19,EGP,16.57
22-Aug-19,EGP,16.57
23-Aug-19,EGP,16.57
24-Aug-19,EGP,16.57
25-Aug-19,EGP,16.57
26-Aug-19,EGP,16.57
27-Aug-19,EGP,16.57
28-Aug-19,EGP,16.57
29-Aug-19,EGP,16.57
30-Aug-19,EGP,16.57
31-Aug-19,EGP,16.57
01-Sep-19,EGP,16.4
02-Sep-19,EGP,16.4
03-Sep-19,EGP,16.4
04-Sep-19,EGP,16.4
05-Sep-19,EGP,16.4
06-Sep-19,EGP,16.4
07-Sep-19,EGP,16.4
08-Sep-19,EGP,16.4
09-Sep-19,EGP,16.4
10-Sep-19,EGP,16.4
11-Sep-19,EGP,16.4
12-Sep-19,EGP,16.4
13-Sep-19,EGP,16.4
14-Sep-19,EGP,16.4
15-Sep-19,EGP,16.4
16-Sep-19,EGP,16.4
17-Sep-19,EGP,16.4
18-Sep-19,EGP,16.4
19-Sep-19,EGP,16.4
20-Sep-19,EGP,16.4
21-Sep-19,EGP,16.4
22-Sep-19,EGP,16.4
23-Sep-19,EGP,16.4
24-Sep-19,EGP,16.4
25-Sep-19,EGP,16.4
26-Sep-19,EGP,16.4
27-Sep-19,EGP,16.4
28-Sep-19,EGP,16.4
29-Sep-19,EGP,16.4
30-Sep-19,EGP,16.4
01-Nov-19,EGP,16.13
02-Nov-19,EGP,16.13
03-Nov-19,EGP,16.13
04-Nov-19,EGP,16.13
05-Nov-19,EGP,16.13
06-Nov-19,EGP,16.13
07-Nov-19,EGP,16.13
08-Nov-19,EGP,16.13
09-Nov-19,EGP,16.13
10-Nov-19,EGP,16.13
11-Nov-19,EGP,16.13
12-Nov-19,EGP,16.13
13-Nov-19,EGP,16.13
14-Nov-19,EGP,16.13
15-Nov-19,EGP,16.13
16-Nov-19,EGP,16.13
17-Nov-19,EGP,16.13
18-Nov-19,EGP,16.13
19-Nov-19,EGP,16.13
20-Nov-19,EGP,16.13
21-Nov-19,EGP,16.13
22-Nov-19,EGP,16.13
23-Nov-19,EGP,16.13
24-Nov-19,EGP,16.13
25-Nov-19,EGP,16.13
26-Nov-19,EGP,16.13
27-Nov-19,EGP,16.13
28-Nov-19,EGP,16.13
29-Nov-19,EGP,16.13
30-Nov-19,EGP,16.13
01-Oct-19,EGP,16.22
02-Oct-19,EGP,16.22
03-Oct-19,EGP,16.22
04-Oct-19,EGP,16.22
05-Oct-19,EGP,16.22
06-Oct-19,EGP,16.22
07-Oct-19,EGP,16.22
08-Oct-19,EGP,16.22
09-Oct-19,EGP,16.22
10-Oct-19,EGP,16.22
11-Oct-19,EGP,16.22
12-Oct-19,EGP,16.22
13-Oct-19,EGP,16.22
14-Oct-19,EGP,16.22
15-Oct-19,EGP,16.22
16-Oct-19,EGP,16.22
17-Oct-19,EGP,16.22
18-Oct-19,EGP,16.22
19-Oct-19,EGP,16.22
20-Oct-19,EGP,16.22
21-Oct-19,EGP,16.22
22-Oct-19,EGP,16.22
23-Oct-19,EGP,16.22
24-Oct-19,EGP,16.22
25-Oct-19,EGP,16.22
26-Oct-19,EGP,16.22
27-Oct-19,EGP,16.22
28-Oct-19,EGP,16.22
29-Oct-19,EGP,16.22
30-Oct-19,EGP,16.22
31-Oct-19,EGP,16.22
01-Dec-19,EGP,16.1
02-Dec-19,EGP,16.1
03-Dec-19,EGP,16.1
04-Dec-19,EGP,16.1
05-Dec-19,EGP,16.1
06-Dec-19,EGP,16.1
07-Dec-19,EGP,16.1
08-Dec-19,EGP,16.1
09-Dec-19,EGP,16.1
10-Dec-19,EGP,16.1
11-Dec-19,EGP,16.1
12-Dec-19,EGP,16.1
13-Dec-19,EGP,16.1
14-Dec-19,EGP,16.1
15-Dec-19,EGP,16.1
16-Dec-19,EGP,16.1
17-Dec-19,EGP,16.1
18-Dec-19,EGP,16.1
19-Dec-19,EGP,16.1
20-Dec-19,EGP,16.1
21-Dec-19,EGP,16.1
22-Dec-19,EGP,16.1
23-Dec-19,EGP,16.1
24-Dec-19,EGP,16.1
25-Dec-19,EGP,16.1
26-Dec-19,EGP,16.1
27-Dec-19,EGP,16.1
28-Dec-19,EGP,16.1
29-Dec-19,EGP,16.1
30-Dec-19,EGP,16.1
31-Dec-19,EGP,16.1
01-May-19,EGP,17
02-May-19,EGP,17
03-May-19,EGP,17
04-May-19,EGP,17
05-May-19,EGP,17
06-May-19,EGP,17
07-May-19,EGP,17
08-May-19,EGP,17
09-May-19,EGP,17
10-May-19,EGP,17
11-May-19,EGP,17
12-May-19,EGP,17
13-May-19,EGP,17
14-May-19,EGP,17
15-May-19,EGP,17
16-May-19,EGP,17
17-May-19,EGP,17
18-May-19,EGP,17
19-May-19,EGP,17
20-May-19,EGP,17
21-May-19,EGP,17
22-May-19,EGP,17
23-May-19,EGP,17
24-May-19,EGP,17
25-May-19,EGP,17
26-May-19,EGP,17
27-May-19,EGP,17
28-May-19,EGP,17
29-May-19,EGP,17
30-May-19,EGP,17
31-May-19,EGP,17
01-Apr-19,EGP,17.26
02-Apr-19,EGP,17.26
03-Apr-19,EGP,17.26
04-Apr-19,EGP,17.26
05-Apr-19,EGP,17.26
06-Apr-19,EGP,17.26
07-Apr-19,EGP,17.26
08-Apr-19,EGP,17.26
09-Apr-19,EGP,17.26
10-Apr-19,EGP,17.26
11-Apr-19,EGP,17.26
12-Apr-19,EGP,17.26
13-Apr-19,EGP,17.26
14-Apr-19,EGP,17.26
15-Apr-19,EGP,17.26
16-Apr-19,EGP,17.26
17-Apr-19,EGP,17.26
18-Apr-19,EGP,17.26
19-Apr-19,EGP,17.26
20-Apr-19,EGP,17.26
21-Apr-19,EGP,17.26
22-Apr-19,EGP,17.26
23-Apr-19,EGP,17.26
24-Apr-19,EGP,17.26
25-Apr-19,EGP,17.26
26-Apr-19,EGP,17.26
27-Apr-19,EGP,17.26
28-Apr-19,EGP,17.26
29-Apr-19,EGP,17.26
30-Apr-19,EGP,17.26
01-Jun-19,EGP,16.74
02-Jun-19,EGP,16.74
03-Jun-19,EGP,16.74
04-Jun-19,EGP,16.74
05-Jun-19,EGP,16.74
06-Jun-19,EGP,16.74
07-Jun-19,EGP,16.74
08-Jun-19,EGP,16.74
09-Jun-19,EGP,16.74
10-Jun-19,EGP,16.74
11-Jun-19,EGP,16.74
12-Jun-19,EGP,16.74
13-Jun-19,EGP,16.74
14-Jun-19,EGP,16.74
15-Jun-19,EGP,16.74
16-Jun-19,EGP,16.74
17-Jun-19,EGP,16.74
18-Jun-19,EGP,16.74
19-Jun-19,EGP,16.74
20-Jun-19,EGP,16.74
21-Jun-19,EGP,16.74
22-Jun-19,EGP,16.74
23-Jun-19,EGP,16.74
24-Jun-19,EGP,16.74
25-Jun-19,EGP,16.74
26-Jun-19,EGP,16.74
27-Jun-19,EGP,16.74
28-Jun-19,EGP,16.74
29-Jun-19,EGP,16.74
30-Jun-19,EGP,16.74
01-Feb-19,EGP,17.58
02-Feb-19,EGP,17.58
03-Feb-19,EGP,17.58
04-Feb-19,EGP,17.58
05-Feb-19,EGP,17.58
06-Feb-19,EGP,17.58
07-Feb-19,EGP,17.58
08-Feb-19,EGP,17.58
09-Feb-19,EGP,17.58
10-Feb-19,EGP,17.58
11-Feb-19,EGP,17.58
12-Feb-19,EGP,17.58
13-Feb-19,EGP,17.58
14-Feb-19,EGP,17.58
15-Feb-19,EGP,17.58
16-Feb-19,EGP,17.58
17-Feb-19,EGP,17.58
18-Feb-19,EGP,17.58
19-Feb-19,EGP,17.58
20-Feb-19,EGP,17.58
21-Feb-19,EGP,17.58
22-Feb-19,EGP,17.58
23-Feb-19,EGP,17.58
24-Feb-19,EGP,17.58
25-Feb-19,EGP,17.58
26-Feb-19,EGP,17.58
27-Feb-19,EGP,17.58
28-Feb-19,EGP,17.58
01-Jan-19,EGP,17.87
02-Jan-19,EGP,17.87
03-Jan-19,EGP,17.87
04-Jan-19,EGP,17.87
05-Jan-19,EGP,17.87
06-Jan-19,EGP,17.87
07-Jan-19,EGP,17.87
08-Jan-19,EGP,17.87
09-Jan-19,EGP,17.87
10-Jan-19,EGP,17.87
11-Jan-19,EGP,17.87
12-Jan-19,EGP,17.87
13-Jan-19,EGP,17.87
14-Jan-19,EGP,17.87
15-Jan-19,EGP,17.87
16-Jan-19,EGP,17.87
17-Jan-19,EGP,17.87
18-Jan-19,EGP,17.87
19-Jan-19,EGP,17.87
20-Jan-19,EGP,17.87
21-Jan-19,EGP,17.87
22-Jan-19,EGP,17.87
23-Jan-19,EGP,17.87
24-Jan-19,EGP,17.87
25-Jan-19,EGP,17.87
26-Jan-19,EGP,17.87
27-Jan-19,EGP,17.87
28-Jan-19,EGP,17.87
29-Jan-19,EGP,17.87
30-Jan-19,EGP,17.87
31-Jan-19,EGP,17.87
01-Mar-19,EGP,17.38
02-Mar-19,EGP,17.38
03-Mar-19,EGP,17.38
04-Mar-19,EGP,17.38
05-Mar-19,EGP,17.38
06-Mar-19,EGP,17.38
07-Mar-19,EGP,17.38
08-Mar-19,EGP,17.38
09-Mar-19,EGP,17.38
10-Mar-19,EGP,17.38
11-Mar-19,EGP,17.38
12-Mar-19,EGP,17.38
13-Mar-19,EGP,17.38
14-Mar-19,EGP,17.38
15-Mar-19,EGP,17.38
16-Mar-19,EGP,17.38
17-Mar-19,EGP,17.38
18-Mar-19,EGP,17.38
19-Mar-19,EGP,17.38
20-Mar-19,EGP,17.38
21-Mar-19,EGP,17.38
22-Mar-19,EGP,17.38
23-Mar-19,EGP,17.38
24-Mar-19,EGP,17.38
25-Mar-19,EGP,17.38
26-Mar-19,EGP,17.38
27-Mar-19,EGP,17.38
28-Mar-19,EGP,17.38
29-Mar-19,EGP,17.38
30-Mar-19,EGP,17.38
31-Mar-19,EGP,17.38
01-Jul-18,EGP,17.89
02-Jul-18,EGP,17.89
03-Jul-18,EGP,17.89
04-Jul-18,EGP,17.89
05-Jul-18,EGP,17.89
06-Jul-18,EGP,17.89
07-Jul-18,EGP,17.89
08-Jul-18,EGP,17.89
09-Jul-18,EGP,17.89
10-Jul-18,EGP,17.89
11-Jul-18,EGP,17.89
12-Jul-18,EGP,17.89
13-Jul-18,EGP,17.89
14-Jul-18,EGP,17.89
15-Jul-18,EGP,17.89
16-Jul-18,EGP,17.89
17-Jul-18,EGP,17.89
18-Jul-18,EGP,17.89
19-Jul-18,EGP,17.89
20-Jul-18,EGP,17.89
21-Jul-18,EGP,17.89
22-Jul-18,EGP,17.89
23-Jul-18,EGP,17.89
24-Jul-18,EGP,17.89
25-Jul-18,EGP,17.89
26-Jul-18,EGP,17.89
27-Jul-18,EGP,17.89
28-Jul-18,EGP,17.89
29-Jul-18,EGP,17.89
30-Jul-18,EGP,17.89
31-Jul-18,EGP,17.89
01-Aug-18,EGP,17.89
02-Aug-18,EGP,17.89
03-Aug-18,EGP,17.89
04-Aug-18,EGP,17.89
05-Aug-18,EGP,17.89
06-Aug-18,EGP,17.89
07-Aug-18,EGP,17.89
08-Aug-18,EGP,17.89
09-Aug-18,EGP,17.89
10-Aug-18,EGP,17.89
11-Aug-18,EGP,17.89
12-Aug-18,EGP,17.89
13-Aug-18,EGP,17.89
14-Aug-18,EGP,17.89
15-Aug-18,EGP,17.89
16-Aug-18,EGP,17.89
17-Aug-18,EGP,17.89
18-Aug-18,EGP,17.89
19-Aug-18,EGP,17.89
20-Aug-18,EGP,17.89
21-Aug-18,EGP,17.89
22-Aug-18,EGP,17.89
23-Aug-18,EGP,17.89
24-Aug-18,EGP,17.89
25-Aug-18,EGP,17.89
26-Aug-18,EGP,17.89
27-Aug-18,EGP,17.89
28-Aug-18,EGP,17.89
29-Aug-18,EGP,17.89
30-Aug-18,EGP,17.89
31-Aug-18,EGP,17.89
01-Sep-18,EGP,17.92
02-Sep-18,EGP,17.92
03-Sep-18,EGP,17.92
04-Sep-18,EGP,17.92
05-Sep-18,EGP,17.92
06-Sep-18,EGP,17.92
07-Sep-18,EGP,17.92
08-Sep-18,EGP,17.92
09-Sep-18,EGP,17.92
10-Sep-18,EGP,17.92
11-Sep-18,EGP,17.92
12-Sep-18,EGP,17.92
13-Sep-18,EGP,17.92
14-Sep-18,EGP,17.92
15-Sep-18,EGP,17.92
16-Sep-18,EGP,17.92
17-Sep-18,EGP,17.92
18-Sep-18,EGP,17.92
19-Sep-18,EGP,17.92
20-Sep-18,EGP,17.92
21-Sep-18,EGP,17.92
22-Sep-18,EGP,17.92
23-Sep-18,EGP,17.92
24-Sep-18,EGP,17.92
25-Sep-18,EGP,17.92
26-Sep-18,EGP,17.92
27-Sep-18,EGP,17.92
28-Sep-18,EGP,17.92
29-Sep-18,EGP,17.92
30-Sep-18,EGP,17.92
01-Nov-18,EGP,17.92
02-Nov-18,EGP,17.92
03-Nov-18,EGP,17.92
04-Nov-18,EGP,17.92
05-Nov-18,EGP,17.92
06-Nov-18,EGP,17.92
07-Nov-18,EGP,17.92
08-Nov-18,EGP,17.92
09-Nov-18,EGP,17.92
10-Nov-18,EGP,17.92
11-Nov-18,EGP,17.92
12-Nov-18,EGP,17.92
13-Nov-18,EGP,17.92
14-Nov-18,EGP,17.92
15-Nov-18,EGP,17.92
16-Nov-18,EGP,17.92
17-Nov-18,EGP,17.92
18-Nov-18,EGP,17.92
19-Nov-18,EGP,17.92
20-Nov-18,EGP,17.92
21-Nov-18,EGP,17.92
22-Nov-18,EGP,17.92
23-Nov-18,EGP,17.92
24-Nov-18,EGP,17.92
25-Nov-18,EGP,17.92
26-Nov-18,EGP,17.92
27-Nov-18,EGP,17.92
28-Nov-18,EGP,17.92
29-Nov-18,EGP,17.92
30-Nov-18,EGP,17.92
01-Oct-18,EGP,17.92
02-Oct-18,EGP,17.92
03-Oct-18,EGP,17.92
04-Oct-18,EGP,17.92
05-Oct-18,EGP,17.92
06-Oct-18,EGP,17.92
07-Oct-18,EGP,17.92
08-Oct-18,EGP,17.92
09-Oct-18,EGP,17.92
10-Oct-18,EGP,17.92
11-Oct-18,EGP,17.92
12-Oct-18,EGP,17.92
13-Oct-18,EGP,17.92
14-Oct-18,EGP,17.92
15-Oct-18,EGP,17.92
16-Oct-18,EGP,17.92
17-Oct-18,EGP,17.92
18-Oct-18,EGP,17.92
19-Oct-18,EGP,17.92
20-Oct-18,EGP,17.92
21-Oct-18,EGP,17.92
22-Oct-18,EGP,17.92
23-Oct-18,EGP,17.92
24-Oct-18,EGP,17.92
25-Oct-18,EGP,17.92
26-Oct-18,EGP,17.92
27-Oct-18,EGP,17.92
28-Oct-18,EGP,17.92
29-Oct-18,EGP,17.92
30-Oct-18,EGP,17.92
31-Oct-18,EGP,17.92
01-Dec-18,EGP,17.92
02-Dec-18,EGP,17.92
03-Dec-18,EGP,17.92
04-Dec-18,EGP,17.92
05-Dec-18,EGP,17.92
06-Dec-18,EGP,17.92
07-Dec-18,EGP,17.92
08-Dec-18,EGP,17.92
09-Dec-18,EGP,17.92
10-Dec-18,EGP,17.92
11-Dec-18,EGP,17.92
12-Dec-18,EGP,17.92
13-Dec-18,EGP,17.92
14-Dec-18,EGP,17.92
15-Dec-18,EGP,17.92
16-Dec-18,EGP,17.92
17-Dec-18,EGP,17.92
18-Dec-18,EGP,17.92
19-Dec-18,EGP,17.92
20-Dec-18,EGP,17.92
21-Dec-18,EGP,17.92
22-Dec-18,EGP,17.92
23-Dec-18,EGP,17.92
24-Dec-18,EGP,17.92
25-Dec-18,EGP,17.92
26-Dec-18,EGP,17.92
27-Dec-18,EGP,17.92
28-Dec-18,EGP,17.92
29-Dec-18,EGP,17.92
30-Dec-18,EGP,17.92
31-Dec-18,EGP,17.92
01-May-18,EGP,17.81
02-May-18,EGP,17.81
03-May-18,EGP,17.81
04-May-18,EGP,17.81
05-May-18,EGP,17.81
06-May-18,EGP,17.81
07-May-18,EGP,17.81
08-May-18,EGP,17.81
09-May-18,EGP,17.81
10-May-18,EGP,17.81
11-May-18,EGP,17.81
12-May-18,EGP,17.81
13-May-18,EGP,17.81
14-May-18,EGP,17.81
15-May-18,EGP,17.81
16-May-18,EGP,17.81
17-May-18,EGP,17.81
18-May-18,EGP,17.81
19-May-18,EGP,17.81
20-May-18,EGP,17.81
21-May-18,EGP,17.81
22-May-18,EGP,17.81
23-May-18,EGP,17.81
24-May-18,EGP,17.81
25-May-18,EGP,17.81
26-May-18,EGP,17.81
27-May-18,EGP,17.81
28-May-18,EGP,17.81
29-May-18,EGP,17.81
30-May-18,EGP,17.81
31-May-18,EGP,17.81
01-Apr-18,EGP,17.68
02-Apr-18,EGP,17.68
03-Apr-18,EGP,17.68
04-Apr-18,EGP,17.68
05-Apr-18,EGP,17.68
06-Apr-18,EGP,17.68
07-Apr-18,EGP,17.68
08-Apr-18,EGP,17.68
09-Apr-18,EGP,17.68
10-Apr-18,EGP,17.68
11-Apr-18,EGP,17.68
12-Apr-18,EGP,17.68
13-Apr-18,EGP,17.68
14-Apr-18,EGP,17.68
15-Apr-18,EGP,17.68
16-Apr-18,EGP,17.68
17-Apr-18,EGP,17.68
18-Apr-18,EGP,17.68
19-Apr-18,EGP,17.68
20-Apr-18,EGP,17.68
21-Apr-18,EGP,17.68
22-Apr-18,EGP,17.68
23-Apr-18,EGP,17.68
24-Apr-18,EGP,17.68
25-Apr-18,EGP,17.68
26-Apr-18,EGP,17.68
27-Apr-18,EGP,17.68
28-Apr-18,EGP,17.68
29-Apr-18,EGP,17.68
30-Apr-18,EGP,17.68
01-Jun-18,EGP,17.87
02-Jun-18,EGP,17.87
03-Jun-18,EGP,17.87
04-Jun-18,EGP,17.87
05-Jun-18,EGP,17.87
06-Jun-18,EGP,17.87
07-Jun-18,EGP,17.87
08-Jun-18,EGP,17.87
09-Jun-18,EGP,17.87
10-Jun-18,EGP,17.87
11-Jun-18,EGP,17.87
12-Jun-18,EGP,17.87
13-Jun-18,EGP,17.87
14-Jun-18,EGP,17.87
15-Jun-18,EGP,17.87
16-Jun-18,EGP,17.87
17-Jun-18,EGP,17.87
18-Jun-18,EGP,17.87
19-Jun-18,EGP,17.87
20-Jun-18,EGP,17.87
21-Jun-18,EGP,17.87
22-Jun-18,EGP,17.87
23-Jun-18,EGP,17.87
24-Jun-18,EGP,17.87
25-Jun-18,EGP,17.87
26-Jun-18,EGP,17.87
27-Jun-18,EGP,17.87
28-Jun-18,EGP,17.87
29-Jun-18,EGP,17.87
30-Jun-18,EGP,17.87
01-Feb-18,EGP,17.68
02-Feb-18,EGP,17.68
03-Feb-18,EGP,17.68
04-Feb-18,EGP,17.68
05-Feb-18,EGP,17.68
06-Feb-18,EGP,17.68
07-Feb-18,EGP,17.68
08-Feb-18,EGP,17.68
09-Feb-18,EGP,17.68
10-Feb-18,EGP,17.68
11-Feb-18,EGP,17.68
12-Feb-18,EGP,17.68
13-Feb-18,EGP,17.68
14-Feb-18,EGP,17.68
15-Feb-18,EGP,17.68
16-Feb-18,EGP,17.68
17-Feb-18,EGP,17.68
18-Feb-18,EGP,17.68
19-Feb-18,EGP,17.68
20-Feb-18,EGP,17.68
21-Feb-18,EGP,17.68
22-Feb-18,EGP,17.68
23-Feb-18,EGP,17.68
24-Feb-18,EGP,17.68
25-Feb-18,EGP,17.68
26-Feb-18,EGP,17.68
27-Feb-18,EGP,17.68
28-Feb-18,EGP,17.68
01-Jan-18,EGP,17.7
02-Jan-18,EGP,17.7
03-Jan-18,EGP,17.7
04-Jan-18,EGP,17.7
05-Jan-18,EGP,17.7
06-Jan-18,EGP,17.7
07-Jan-18,EGP,17.7
08-Jan-18,EGP,17.7
09-Jan-18,EGP,17.7
10-Jan-18,EGP,17.7
11-Jan-18,EGP,17.7
12-Jan-18,EGP,17.7
13-Jan-18,EGP,17.7
14-Jan-18,EGP,17.7
15-Jan-18,EGP,17.7
16-Jan-18,EGP,17.7
17-Jan-18,EGP,17.7
18-Jan-18,EGP,17.7
19-Jan-18,EGP,17.7
20-Jan-18,EGP,17.7
21-Jan-18,EGP,17.7
22-Jan-18,EGP,17.7
23-Jan-18,EGP,17.7
24-Jan-18,EGP,17.7
25-Jan-18,EGP,17.7
26-Jan-18,EGP,17.7
27-Jan-18,EGP,17.7
28-Jan-18,EGP,17.7
29-Jan-18,EGP,17.7
30-Jan-18,EGP,17.7
31-Jan-18,EGP,17.7
01-Mar-18,EGP,17.62
02-Mar-18,EGP,17.62
03-Mar-18,EGP,17.62
04-Mar-18,EGP,17.62
05-Mar-18,EGP,17.62
06-Mar-18,EGP,17.62
07-Mar-18,EGP,17.62
08-Mar-18,EGP,17.62
09-Mar-18,EGP,17.62
10-Mar-18,EGP,17.62
11-Mar-18,EGP,17.62
12-Mar-18,EGP,17.62
13-Mar-18,EGP,17.62
14-Mar-18,EGP,17.62
15-Mar-18,EGP,17.62
16-Mar-18,EGP,17.62
17-Mar-18,EGP,17.62
18-Mar-18,EGP,17.62
